Mã hàng hóa / HS code	HS code 8 số	Ngày bắt đầu hiệu lực	Ngày kết thúc hiệu lực	Tên hàng hóa tiếng Trung	Thuế suất GTGT/VAT	Thuế suất hoàn thuế xuất khẩu	Unnamed: 7	Unnamed: 8
98030050	98030050	2021-01-01	2100-12-31	出口的定制型检测报告	13	0.0	4419-10-05	7341-05-15
2929909014	29299090	2021-01-01	2026-03-31	N-｛1-［二烷基（少于	13	13.0	4419-10-05	4611-02-12
2929909015	29299090	2021-01-01	2026-03-31	N-［1-二烷基（少于或	13	13.0	4419-10-05	4611-02-12
30041090	30041090	2020-10-01	2100-12-31	其他已配剂量含有青霉	13	13.0	4410-05-05	7341-05-15
3004909098	30049090	2020-10-01	2100-12-31	罕见病药品制剂	13	13.0	4410-05-05	7341-05-15
0101290090	01012900	2020-03-20	2100-12-31	非改良种用其他马	9	9.0	4390-12-10	7341-05-15
0101309090	01013090	2020-03-20	2100-12-31	非改良种用其他驴	9	9.0	4390-12-10	7341-05-15
01019000	01019000	2020-03-20	2100-12-31	骡	9	9.0	4390-12-10	7341-05-15
01022100	01022100	2020-03-20	2100-12-31	改良种用家牛	9	9.0	4390-12-10	7341-05-15
01022900	01022900	2020-03-20	2100-12-31	非改良种用家牛	9	9.0	4390-12-10	7341-05-15
0102390090	01023900	2020-03-20	2100-12-31	非改良种用其他水牛	9	9.0	4390-12-10	7341-05-15
0102901090	01029010	2020-03-20	2100-12-31	其他改良种用牛	9	9.0	4390-12-10	7341-05-15
0102909090	01029090	2020-03-20	2100-12-31	非改良种用其他牛	9	9.0	4390-12-10	7341-05-15
01031000	01031000	2020-03-20	2100-12-31	改良种用猪	9	9.0	4390-12-10	7341-05-15
01041090	01041090	2020-03-20	2100-12-31	其他绵羊	9	9.0	4390-12-10	7341-05-15
01042090	01042090	2020-03-20	2100-12-31	非改良种用山羊	9	9.0	4390-12-10	7341-05-15
01051190	01051190	2020-03-20	2100-12-31	不超过185克的其他鸡	9	9.0	4390-12-10	7341-05-15
01051290	01051290	2020-03-20	2100-12-31	不超过185克的其他火	9	9.0	4390-12-10	7341-05-15
01051390	01051390	2020-03-20	2100-12-31	不超过185克的其他鸭	9	9.0	4390-12-10	7341-05-15
01051490	01051490	2020-03-20	2100-12-31	不超过185克的其他鹅	9	9.0	4390-12-10	7341-05-15
01051590	01051590	2020-03-20	2100-12-31	不超过185克的其他珍	9	9.0	4390-12-10	7341-05-15
01059490	01059490	2020-03-20	2100-12-31	超过185克其他鸡	9	9.0	4390-12-10	7341-05-15
01059991	01059991	2020-03-20	2100-12-31	超过185克的非改良种	9	9.0	4390-12-10	7341-05-15
01059992	01059992	2020-03-20	2100-12-31	超过185克的非改良种	9	9.0	4390-12-10	7341-05-15
01059993	01059993	2020-03-20	2100-12-31	超过185克的非改良种	9	9.0	4390-12-10	7341-05-15
01059994	01059994	2020-03-20	2100-12-31	超过185克的非改良种	9	9.0	4390-12-10	7341-05-15
01061110	01061110	2020-03-20	2100-12-31	改良种用灵长目哺乳动	9	9.0	4390-12-10	7341-05-15
01061190	01061190	2020-03-20	2100-12-31	其他灵长目哺乳动物	9	9.0	4390-12-10	7341-05-15
01061211	01061211	2020-03-20	2100-12-31	改良种用鲸、海豚及鼠	9	9.0	4390-12-10	7341-05-15
01061219	01061219	2020-03-20	2100-12-31	非改良种用鲸、海豚及	9	9.0	4390-12-10	7341-05-15
0106139090	01061390	2020-03-20	2100-12-31	其他骆驼及其他骆驼科	9	9.0	4390-12-10	7341-05-15
0106149090	01061490	2020-03-20	2100-12-31	其他家兔及野兔	9	9.0	4390-12-10	7341-05-15
0106191090	01061910	2020-03-20	2100-12-31	其他改良种用哺乳动物	9	9.0	4390-12-10	7341-05-15
0106199090	01061990	2020-03-20	2100-12-31	其他哺乳动物	9	9.0	4390-12-10	7341-05-15
01062011	01062011	2020-03-20	2100-12-31	改良种用鳄鱼苗	9	9.0	4390-12-10	7341-05-15
0106202029	01062020	2020-03-20	2100-12-31	其他食用龟鳖	9	9.0	4390-12-10	7341-05-15
0106202099	01062020	2020-03-20	2100-12-31	其他食用爬行动物	9	9.0	4390-12-10	7341-05-15
0106209090	01062090	2020-03-20	2100-12-31	其他爬行动物	9	9.0	4390-12-10	7341-05-15
01063110	01063110	2020-03-20	2100-12-31	改良种用猛禽	9	9.0	4390-12-10	7341-05-15
01063190	01063190	2020-03-20	2100-12-31	其他猛禽	9	9.0	4390-12-10	7341-05-15
0106339090	01063390	2020-03-20	2100-12-31	其他鸵鸟、鸸鹋	9	9.0	4390-12-10	7341-05-15
0106391090	01063910	2020-03-20	2100-12-31	其他改良种用的鸟	9	9.0	4390-12-10	7341-05-15
01063921	01063921	2020-03-20	2100-12-31	食用乳鸽	9	9.0	4390-12-10	7341-05-15
0106392990	01063929	2020-03-20	2100-12-31	其他食用鸟	9	9.0	4390-12-10	7341-05-15
0106399090	01063990	2020-03-20	2100-12-31	其他鸟	9	9.0	4390-12-10	7341-05-15
01064110	01064110	2020-03-20	2100-12-31	改良种用蜂	9	9.0	4390-12-10	7341-05-15
01064190	01064190	2020-03-20	2100-12-31	其他蜂	9	9.0	4390-12-10	7341-05-15
0106491090	01064910	2020-03-20	2100-12-31	其他改良种用非濒危昆	9	9.0	4390-12-10	7341-05-15
0106499090	01064990	2020-03-20	2100-12-31	其他非濒危昆虫	9	9.0	4390-12-10	7341-05-15
0106901190	01069011	2020-03-20	2100-12-31	其他改良种用蛙苗	9	9.0	4390-12-10	7341-05-15
0106901990	01069019	2020-03-20	2100-12-31	其他改良种用动物	9	9.0	4390-12-10	7341-05-15
0106909090	01069090	2020-03-20	2100-12-31	其他动物	9	9.0	4390-12-10	7341-05-15
02041000	02041000	2020-03-20	2100-12-31	鲜或冷藏的整头及半头	9	9.0	4390-12-10	7341-05-15
02042100	02042100	2020-03-20	2100-12-31	鲜或冷藏的整头及半头	9	9.0	4390-12-10	7341-05-15
02042200	02042200	2020-03-20	2100-12-31	鲜或冷藏的带骨绵羊肉	9	9.0	4390-12-10	7341-05-15
02042300	02042300	2020-03-20	2100-12-31	鲜或冷藏的去骨绵羊肉	9	9.0	4390-12-10	7341-05-15
02043000	02043000	2020-03-20	2100-12-31	冻藏的整头及半头羔羊	9	9.0	4390-12-10	7341-05-15
02044100	02044100	2020-03-20	2100-12-31	冻藏的整头及半头绵羊	9	9.0	4390-12-10	7341-05-15
02044200	02044200	2020-03-20	2100-12-31	冻藏的其他带骨绵羊肉	9	9.0	4390-12-10	7341-05-15
0205000090	02050000	2020-03-20	2100-12-31	鲜、冷或冻的马、驴、	9	9.0	4390-12-10	7341-05-15
02062100	02062100	2020-03-20	2100-12-31	冻牛舌	9	9.0	4390-12-10	7341-05-15
02062200	02062200	2020-03-20	2100-12-31	冻牛肝	9	9.0	4390-12-10	7341-05-15
02062900	02062900	2020-03-20	2100-12-31	其他冻牛杂碎	9	9.0	4390-12-10	7341-05-15
02063000	02063000	2020-03-20	2100-12-31	鲜或冷藏的猪杂碎	9	9.0	4390-12-10	7341-05-15
02064100	02064100	2020-03-20	2100-12-31	冻猪肝	9	9.0	4390-12-10	7341-05-15
02064900	02064900	2020-03-20	2100-12-31	其他冻猪杂碎	9	9.0	4390-12-10	7341-05-15
02068000	02068000	2020-03-20	2100-12-31	鲜、冷的羊、马、驴、	9	9.0	4390-12-10	7341-05-15
02069000	02069000	2020-03-20	2100-12-31	冻的羊、马、驴、骡杂	9	9.0	4390-12-10	7341-05-15
02071100	02071100	2020-03-20	2100-12-31	鲜或冷藏的整只鸡	9	9.0	4390-12-10	7341-05-15
02071200	02071200	2020-03-20	2100-12-31	冻的整只鸡	9	9.0	4390-12-10	7341-05-15
02071329	02071329	2020-03-20	2100-12-31	鲜或冷的其他鸡杂碎	9	9.0	4390-12-10	7341-05-15
02071422	02071422	2020-03-20	2100-12-31	冻的鸡爪	9	9.0	4390-12-10	7341-05-15
02071429	02071429	2020-03-20	2100-12-31	冻的其他食用鸡杂碎	9	9.0	4390-12-10	7341-05-15
02072400	02072400	2020-03-20	2100-12-31	鲜或冷的整只火鸡	9	9.0	4390-12-10	7341-05-15
02072500	02072500	2020-03-20	2100-12-31	冻的整只火鸡	9	9.0	4390-12-10	7341-05-15
02074100	02074100	2020-03-20	2100-12-31	鲜或冷的整只鸭	9	9.0	4390-12-10	7341-05-15
02074200	02074200	2020-03-20	2100-12-31	冻的整只鸭	9	9.0	4390-12-10	7341-05-15
02074300	02074300	2020-03-20	2100-12-31	鲜或冷的鸭肥肝	9	9.0	4390-12-10	7341-05-15
02075100	02075100	2020-03-20	2100-12-31	鲜或冷的整只鹅	9	9.0	4390-12-10	7341-05-15
02075200	02075200	2020-03-20	2100-12-31	冻的整只鹅	9	9.0	4390-12-10	7341-05-15
02075300	02075300	2020-03-20	2100-12-31	鲜或冷的鹅肥肝	9	9.0	4390-12-10	7341-05-15
02083000	02083000	2020-03-20	2100-12-31	鲜、冷或冻的灵长目动	9	9.0	4390-12-10	7341-05-15
0208600090	02086000	2020-03-20	2100-12-31	其他鲜、冷或冻骆驼及	9	9.0	4390-12-10	7341-05-15
02089010	02089010	2020-03-20	2100-12-31	鲜、冷或冻的乳鸽肉及	9	9.0	4390-12-10	7341-05-15
02091000	02091000	2020-03-20	2100-12-31	未炼制或用其他方法提	9	9.0	4390-12-10	7341-05-15
02099000	02099000	2020-03-20	2100-12-31	未炼制或用其他方法提	9	9.0	4390-12-10	7341-05-15
02101110	02101110	2020-03-20	2100-12-31	干、熏、盐制的带骨猪	9	9.0	4390-12-10	7341-05-15
02101190	02101190	2020-03-20	2100-12-31	干、熏、盐制的带骨猪	9	9.0	4390-12-10	7341-05-15
02101200	02101200	2020-03-20	2100-12-31	干、熏、盐制的猪腹肉	9	9.0	4390-12-10	7341-05-15
0210200090	02102000	2020-03-20	2100-12-31	干、熏、盐制的其他牛	9	9.0	4390-12-10	7341-05-15
02109100	02109100	2020-03-20	2100-12-31	干、熏、盐制的灵长目	9	9.0	4390-12-10	7341-05-15
0301110090	03011100	2020-03-20	2100-12-31	观赏用其他淡水鱼	9	9.0	4390-12-10	7341-05-15
03028910	03028910	2020-03-20	2100-12-31	鲜或冷带鱼	9	9.0	4390-12-10	7341-05-15
03028920	03028920	2020-03-20	2100-12-31	鲜或冷黄鱼	9	9.0	4390-12-10	7341-05-15
03028940	03028940	2020-03-20	2100-12-31	鲜或冷的鲀	9	9.0	4390-12-10	7341-05-15
03071900	03071900	2020-03-20	2100-12-31	其他干、盐腌或盐渍牡	9	9.0	4390-12-10	7341-05-15
0307911090	03079110	2020-03-20	2100-12-31	其他软体动物的种苗	9	9.0	4390-12-10	7341-05-15
03089012	03089012	2020-03-20	2100-12-31	活、鲜或冷的沙蚕，种	9	9.0	4390-12-10	7341-05-15
0401100000	04011000	2020-03-20	2100-12-31	脂肪含量≤1%未浓缩的	13,9	9.0	4390-12-10	7341-05-15
04011000001	04011000	2020-03-20	2100-12-31	脂肪含量≤1%未浓缩的	9	9.0	4390-12-10	7341-05-15
0401200000	04012000	2020-03-20	2100-12-31	1%<脂肪含量≤6%的未	13,9	9.0	4390-12-10	7341-05-15
04012000001	04012000	2020-03-20	2100-12-31	1%<脂肪含量≤6%的未	9	9.0	4390-12-10	7341-05-15
0401400000	04014000	2020-03-20	2100-12-31	6%<脂肪含量≤10%的未	13,9	9.0	4390-12-10	7341-05-15
04014000001	04014000	2020-03-20	2100-12-31	6%<脂肪含量≤10%的未	9	9.0	4390-12-10	7341-05-15
0401500000	04015000	2020-03-20	2100-12-31	脂肪含量＞10%未浓缩	13,9	9.0	4390-12-10	7341-05-15
04015000001	04015000	2020-03-20	2100-12-31	脂肪含量＞10%未浓缩	9	9.0	4390-12-10	7341-05-15
0402910000	04029100	2020-03-20	2100-12-31	浓缩但未加糖的非固状	13,9	9.0	4390-12-10	7341-05-15
04029100001	04029100	2020-03-20	2100-12-31	浓缩但未加糖的非固状	9	9.0	4390-12-10	7341-05-15
0402990000	04029900	2020-03-20	2100-12-31	浓缩并已加糖的非固状	13,9	9.0	4390-12-10	7341-05-15
04029900001	04029900	2020-03-20	2100-12-31	浓缩并已加糖的非固状	9	9.0	4390-12-10	7341-05-15
04079010	04079010	2020-03-20	2100-12-31	带壳咸蛋	9	9.0	4390-12-10	7341-05-15
04079020	04079020	2020-03-20	2100-12-31	带壳皮蛋	9	9.0	4390-12-10	7341-05-15
0408910000	04089100	2020-03-20	2100-12-31	干的其他去壳禽蛋	13,9	9.0	4390-12-10	7341-05-15
04089100001	04089100	2020-03-20	2100-12-31	干的其他去壳禽蛋	9	9.0	4390-12-10	7341-05-15
0502102000	05021020	2020-03-20	2100-12-31	猪毛	13,9	9.0	4390-12-10	7341-05-15
05021020001	05021020	2020-03-20	2100-12-31	猪毛	9	9.0	4390-12-10	7341-05-15
05021030	05021030	2020-03-20	2100-12-31	猪鬃或猪毛的废料	9	9.0	4390-12-10	7341-05-15
0502902090	05029020	2020-03-20	2100-12-31	其他獾毛及其他制刷用	9	9.0	4390-12-10	7341-05-15
05040021	05040021	2020-03-20	2100-12-31	冷,冻的鸡胗	9	9.0	4390-12-10	7341-05-15
05040029	05040029	2020-03-20	2100-12-31	整个或切块的其他动物	9	9.0	4390-12-10	7341-05-15
05040090	05040090	2020-03-20	2100-12-31	整个或切块的其他动物	9	9.0	4390-12-10	7341-05-15
05059010	05059010	2020-03-20	2100-12-31	羽毛或不完整羽毛的粉	9	9.0	4390-12-10	7341-05-15
0507100010	05071000	2020-03-20	2100-12-31	犀牛角	9	9.0	4390-12-10	7341-05-15
0507100030	05071000	2020-03-20	2100-12-31	其他兽牙	9	9.0	4390-12-10	7341-05-15
0507100090	05071000	2020-03-20	2100-12-31	其他兽牙粉末及废料	9	9.0	4390-12-10	7341-05-15
05079010	05079010	2020-03-20	2100-12-31	羚羊角及其粉末和废料	9	9.0	4390-12-10	7341-05-15
05100010	05100010	2020-03-20	2100-12-31	黄药	9	9.0	4390-12-10	7341-05-15
05100020	05100020	2020-03-20	2100-12-31	龙涎香、海狸香、灵猫	9	9.0	4390-12-10	7341-05-15
05100040	05100040	2020-03-20	2100-12-31	斑蝥	9	9.0	4390-12-10	7341-05-15
0510009090	05100090	2020-03-20	2100-12-31	胆汁,配药用腺体及其	9	9.0	4390-12-10	7341-05-15
0511911990	05119119	2020-03-20	2100-12-31	其他鱼的非食用产品	9	9.0	4390-12-10	7341-05-15
0511992090	05119920	2020-03-20	2100-12-31	其他动物胚胎	9	9.0	4390-12-10	7341-05-15
05119930	05119930	2020-03-20	2100-12-31	蚕种	9	9.0	4390-12-10	7341-05-15
0511994010	05119940	2020-03-20	2100-12-31	废马毛	13,9	9.0	4390-12-10	7341-05-15
05119940101	05119940	2020-03-20	2100-12-31	废马毛	9	9.0	4390-12-10	7341-05-15
0511994090	05119940	2020-03-20	2100-12-31	其他马毛	13,9	9.0	4390-12-10	7341-05-15
05119940901	05119940	2020-03-20	2100-12-31	其他马毛	9	9.0	4390-12-10	7341-05-15
0511999090	05119990	2020-03-20	2100-12-31	其他编号未列名的动物	9	9.0	4390-12-10	7341-05-15
0601109110	06011091	2020-03-20	2100-12-31	种用休眠的兰花块茎	9	9.0	4390-12-10	7341-05-15
0601109910	06011099	2020-03-20	2100-12-31	其他休眠的兰花块茎	9	9.0	4390-12-10	7341-05-15
0601109999	06011099	2020-03-20	2100-12-31	其他休眠的其他鳞茎、	9	9.0	4390-12-10	7341-05-15
0601200010	06012000	2020-03-20	2100-12-31	生长或开花的兰花块茎	9	9.0	4390-12-10	7341-05-15
0601200020	06012000	2020-03-20	2100-12-31	生长或开花的仙客来鳞	9	9.0	4390-12-10	7341-05-15
06022090	06022090	2020-03-20	2100-12-31	其他食用水果、坚果树	9	9.0	4390-12-10	7341-05-15
06029010	06029010	2020-03-20	2100-12-31	蘑菇菌丝	9	9.0	4390-12-10	7341-05-15
06029092	06029092	2020-03-20	2100-12-31	其他兰花	9	9.0	4390-12-10	7341-05-15
0602909300	06029093	2020-03-20	2100-12-31	其他菊花	9	0.0	4390-12-10	7341-05-15
06029093002	06029093	2020-03-20	2100-12-31	其他菊花	9	9.0	4390-12-10	7341-05-15
06029095	06029095	2020-03-20	2100-12-31	其他康乃馨	9	9.0	4390-12-10	7341-05-15
0602909910	06029099	2020-03-20	2100-12-31	苏铁(铁树)类	9	9.0	4390-12-10	7341-05-15
0602909920	06029099	2020-03-20	2100-12-31	仙人掌	9	9.0	4390-12-10	7341-05-15
0602909999	06029099	2020-03-20	2100-12-31	其他活植物	9	9.0	4390-12-10	7341-05-15
06031100	06031100	2020-03-20	2100-12-31	鲜的玫瑰	9	9.0	4390-12-10	7341-05-15
06031200	06031200	2020-03-20	2100-12-31	鲜的康乃馨	9	9.0	4390-12-10	7341-05-15
06031300	06031300	2020-03-20	2100-12-31	鲜的兰花	9	9.0	4390-12-10	7341-05-15
06031400	06031400	2020-03-20	2100-12-31	鲜的菊花	9	9.0	4390-12-10	7341-05-15
06031500	06031500	2020-03-20	2100-12-31	鲜的百合花（百合属）	9	9.0	4390-12-10	7341-05-15
0603190090	06031900	2020-03-20	2100-12-31	其他鲜的插花及花蕾	9	9.0	4390-12-10	7341-05-15
0603900090	06039000	2020-03-20	2100-12-31	其他干或染色等加工的	9	9.0	4390-12-10	7341-05-15
0604209090	06042090	2020-03-20	2100-12-31	其他鲜植物枝、叶或其	9	9.0	4390-12-10	7341-05-15
0604909090	06049090	2020-03-20	2100-12-31	其他染色或加工的植物	9	9.0	4390-12-10	7341-05-15
07099100	07099100	2020-03-20	2100-12-31	鲜或冷藏的洋蓟	9	9.0	4390-12-10	7341-05-15
07099200	07099200	2020-03-20	2100-12-31	鲜或冷藏的油橄榄	9	9.0	4390-12-10	7341-05-15
0710221000	07102210	2020-03-20	2100-12-31	冷冻的红小豆（赤豆）	9	0.0	4390-12-10	7341-05-15
07102210002	07102210	2020-03-20	2100-12-31	蒸煮的冷冻的红小豆（	9	9.0	4390-12-10	7341-05-15
0710802000	07108020	2020-03-20	2100-12-31	冷冻蒜苔及蒜苗(包括	9	0.0	4390-12-10	7341-05-15
07108020002	07108020	2020-03-20	2100-12-31	蒸煮的冷冻蒜苔及蒜苗	9	9.0	4390-12-10	7341-05-15
0710803000	07108030	2020-03-20	2100-12-31	冷冻蒜头	9	0.0	4390-12-10	7341-05-15
07108030002	07108030	2020-03-20	2100-12-31	蒸煮的冷冻蒜头	9	9.0	4390-12-10	7341-05-15
07112000	07112000	2020-03-20	2100-12-31	暂时保藏的油橄榄	9	9.0	4390-12-10	7341-05-15
07115990	07115990	2020-03-20	2100-12-31	暂时保藏的其他蘑菇及	9	9.0	4390-12-10	7341-05-15
07119031	07119031	2020-03-20	2100-12-31	盐水竹笋	9	9.0	4390-12-10	7341-05-15
07119034	07119034	2020-03-20	2100-12-31	盐水大蒜	9	9.0	4390-12-10	7341-05-15
07119039	07119039	2020-03-20	2100-12-31	盐水的其他蔬菜及什锦	9	9.0	4390-12-10	7341-05-15
0712902000	07129020	2020-03-20	2100-12-31	紫萁(薇菜干)	9	0.0	4390-12-10	7341-05-15
07129020002	07129020	2020-03-20	2100-12-31	破碎或制成粉状的紫萁	9	9.0	4390-12-10	7341-05-15
0712903000	07129030	2020-03-20	2100-12-31	干金针菜(黄花菜)	9	0.0	4390-12-10	7341-05-15
07129030002	07129030	2020-03-20	2100-12-31	破碎或制成粉状的干金	9	9.0	4390-12-10	7341-05-15
0712904000	07129040	2020-03-20	2100-12-31	蕨菜干	9	0.0	4390-12-10	7341-05-15
07129040002	07129040	2020-03-20	2100-12-31	破碎或制成粉状的蕨菜	9	9.0	4390-12-10	7341-05-15
0712909100	07129091	2020-03-20	2100-12-31	干辣根	13,9	0.0	4390-12-10	7341-05-15
07129091002	07129091	2020-03-20	2100-12-31	按9％征税的干辣根	9	9.0	4390-12-10	7341-05-15
07136010	07136010	2020-03-20	2100-12-31	种用干木豆（木豆属）	9	9.0	4390-12-10	7341-05-15
08012100	08012100	2020-03-20	2100-12-31	鲜或干的未去壳巴西果	9	9.0	4390-12-10	7341-05-15
08012200	08012200	2020-03-20	2100-12-31	鲜或干的去壳巴西果	9	9.0	4390-12-10	7341-05-15
08022100	08022100	2020-03-20	2100-12-31	鲜或干的未去壳榛子	9	9.0	4390-12-10	7341-05-15
08026110	08026110	2020-03-20	2100-12-31	鲜或干的种用未去壳马	9	9.0	4390-12-10	7341-05-15
08026190	08026190	2020-03-20	2100-12-31	鲜或干的其他未去壳马	9	9.0	4390-12-10	7341-05-15
08027000	08027000	2020-03-20	2100-12-31	鲜或干的可乐果（可乐	9	9.0	4390-12-10	7341-05-15
08028000	08028000	2020-03-20	2100-12-31	鲜或干的槟榔果	9	9.0	4390-12-10	7341-05-15
08044000	08044000	2020-03-20	2100-12-31	鲜或干的鳄梨	9	9.0	4390-12-10	7341-05-15
08045010	08045010	2020-03-20	2100-12-31	鲜或干番石榴	9	9.0	4390-12-10	7341-05-15
08045020	08045020	2020-03-20	2100-12-31	鲜或干芒果	9	9.0	4390-12-10	7341-05-15
08045030	08045030	2020-03-20	2100-12-31	鲜或干的山竹果	9	9.0	4390-12-10	7341-05-15
08052110	08052110	2020-03-20	2100-12-31	鲜或干的蕉柑	9	9.0	4390-12-10	7341-05-15
08052200	08052200	2020-03-20	2100-12-31	鲜或干的克里曼丁橘	9	9.0	4390-12-10	7341-05-15
08054000	08054000	2020-03-20	2100-12-31	鲜或干的葡萄柚,包括	9	9.0	4390-12-10	7341-05-15
08055000	08055000	2020-03-20	2100-12-31	鲜或干的柠檬及酸橙	9	9.0	4390-12-10	7341-05-15
08061000	08061000	2020-03-20	2100-12-31	鲜葡萄	9	9.0	4390-12-10	7341-05-15
08071100	08071100	2020-03-20	2100-12-31	鲜西瓜	9	9.0	4390-12-10	7341-05-15
08071910	08071910	2020-03-20	2100-12-31	鲜哈密瓜	9	9.0	4390-12-10	7341-05-15
08071920	08071920	2020-03-20	2100-12-31	鲜罗马甜瓜及加勒比甜	9	9.0	4390-12-10	7341-05-15
08071990	08071990	2020-03-20	2100-12-31	其他鲜甜瓜	9	9.0	4390-12-10	7341-05-15
08083020	08083020	2020-03-20	2100-12-31	鲜香梨	9	9.0	4390-12-10	7341-05-15
08091000	08091000	2020-03-20	2100-12-31	鲜杏	9	9.0	4390-12-10	7341-05-15
08092100	08092100	2020-03-20	2100-12-31	鲜欧洲酸樱桃	9	9.0	4390-12-10	7341-05-15
08094000	08094000	2020-03-20	2100-12-31	鲜梅及李	9	9.0	4390-12-10	7341-05-15
08105000	08105000	2020-03-20	2100-12-31	鲜猕猴桃	9	9.0	4390-12-10	7341-05-15
08106000	08106000	2020-03-20	2100-12-31	鲜榴莲	9	9.0	4390-12-10	7341-05-15
08109010	08109010	2020-03-20	2100-12-31	鲜荔枝	9	9.0	4390-12-10	7341-05-15
08109030	08109030	2020-03-20	2100-12-31	鲜龙眼	9	9.0	4390-12-10	7341-05-15
08109040	08109040	2020-03-20	2100-12-31	鲜红毛丹	9	9.0	4390-12-10	7341-05-15
08109050	08109050	2020-03-20	2100-12-31	鲜蕃荔枝	9	9.0	4390-12-10	7341-05-15
08109060	08109060	2020-03-20	2100-12-31	鲜杨桃	9	9.0	4390-12-10	7341-05-15
08109070	08109070	2020-03-20	2100-12-31	鲜莲雾	9	9.0	4390-12-10	7341-05-15
08109080	08109080	2020-03-20	2100-12-31	鲜火龙果	9	9.0	4390-12-10	7341-05-15
08121000	08121000	2020-03-20	2100-12-31	暂时保藏的樱桃	9	9.0	4390-12-10	7341-05-15
08134010	08134010	2020-03-20	2100-12-31	龙眼干、肉	9	9.0	4390-12-10	7341-05-15
08134020	08134020	2020-03-20	2100-12-31	柿饼	9	9.0	4390-12-10	7341-05-15
08134030	08134030	2020-03-20	2100-12-31	干红枣	9	9.0	4390-12-10	7341-05-15
08134040	08134040	2020-03-20	2100-12-31	荔枝干	9	9.0	4390-12-10	7341-05-15
09011100	09011100	2020-03-20	2100-12-31	未浸除咖啡碱的未焙炒	9	9.0	4390-12-10	7341-05-15
09011200	09011200	2020-03-20	2100-12-31	已浸除咖啡碱的未焙炒	9	9.0	4390-12-10	7341-05-15
09019010	09019010	2020-03-20	2100-12-31	咖啡豆荚及咖啡豆皮	9	9.0	4390-12-10	7341-05-15
0902109000	09021090	2020-03-20	2100-12-31	每件净重不超过3千克	13,9	9.0	4390-12-10	7341-05-15
09021090001	09021090	2020-03-20	2100-12-31	每件净重不超过3千克	9	9.0	4390-12-10	7341-05-15
0902209000	09022090	2020-03-20	2100-12-31	每件净重超过3千克的	13,9	9.0	4390-12-10	7341-05-15
09022090001	09022090	2020-03-20	2100-12-31	每件净重超过3千克的	9	9.0	4390-12-10	7341-05-15
0902301000	09023010	2020-03-20	2100-12-31	每件净重不超过3千克	13,9	9.0	4390-12-10	7341-05-15
09023010001	09023010	2020-03-20	2100-12-31	每件净重不超过3千克	9	9.0	4390-12-10	7341-05-15
0902309000	09023090	2020-03-20	2100-12-31	红茶内包装每件净重不	13,9	9.0	4390-12-10	7341-05-15
09023090001	09023090	2020-03-20	2100-12-31	红茶内包装每件净重不	9	9.0	4390-12-10	7341-05-15
0902401000	09024010	2020-03-20	2100-12-31	每件净重超过3千克的	13,9	9.0	4390-12-10	7341-05-15
09024010001	09024010	2020-03-20	2100-12-31	每件净重超过3千克的	9	9.0	4390-12-10	7341-05-15
0902409000	09024090	2020-03-20	2100-12-31	红茶(内包装每件净重	13,9	9.0	4390-12-10	7341-05-15
09024090001	09024090	2020-03-20	2100-12-31	红茶(内包装每件净重	9	9.0	4390-12-10	7341-05-15
09041100	09041100	2020-03-20	2100-12-31	未磨胡椒	9	9.0	4390-12-10	7341-05-15
0904220000	09042200	2020-03-20	2100-12-31	已磨辣椒	13,9	9.0	4390-12-10	7341-05-15
09042200001	09042200	2020-03-20	2100-12-31	按9％征税的已磨辣椒	9	9.0	4390-12-10	7341-05-15
09051000	09051000	2020-03-20	2100-12-31	未磨的香子兰豆	9	9.0	4390-12-10	7341-05-15
09052000	09052000	2020-03-20	2100-12-31	已磨的香子兰豆	9	9.0	4390-12-10	7341-05-15
09061100	09061100	2020-03-20	2100-12-31	未磨锡兰肉桂	9	9.0	4390-12-10	7341-05-15
09061900	09061900	2020-03-20	2100-12-31	其他未磨肉桂及肉桂花	9	9.0	4390-12-10	7341-05-15
09071000	09071000	2020-03-20	2100-12-31	未磨的丁香(母丁香、	9	9.0	4390-12-10	7341-05-15
09072000	09072000	2020-03-20	2100-12-31	已磨的丁香(母丁香、	9	9.0	4390-12-10	7341-05-15
09092100	09092100	2020-03-20	2100-12-31	未磨的芫荽子	9	9.0	4390-12-10	7341-05-15
09093100	09093100	2020-03-20	2100-12-31	未磨的枯茗子	9	9.0	4390-12-10	7341-05-15
09096110	09096110	2020-03-20	2100-12-31	未磨的八角茴香	9	9.0	4390-12-10	7341-05-15
09096190	09096190	2020-03-20	2100-12-31	未磨其他茴香	9	9.0	4390-12-10	7341-05-15
09101200	09101200	2020-03-20	2100-12-31	已磨的姜	9	9.0	4390-12-10	7341-05-15
0910200000	09102000	2020-03-20	2100-12-31	番红花	13,9	9.0	4390-12-10	7341-05-15
09102000001	09102000	2020-03-20	2100-12-31	番红花	9	9.0	4390-12-10	7341-05-15
09103000	09103000	2020-03-20	2100-12-31	姜黄	9	9.0	4390-12-10	7341-05-15
12030000	12030000	2020-03-20	2100-12-31	干椰子肉	9	9.0	4390-12-10	7341-05-15
1207101090	12071010	2020-03-20	2100-12-31	其他种用棕榈果及棕榈	9	9.0	4390-12-10	7341-05-15
1207109090	12071090	2020-03-20	2100-12-31	其他棕榈果及棕榈仁	9	9.0	4390-12-10	7341-05-15
